"gene"	"V11"	"V2.x"	"transcript"	"uniprot_accession"
"LOC134714924"	0	"sp|A7RKF6|RTCB_NEMVE"	"lcl|NC_086373.1_cds_XP_063432751.1_534"	"A7RKF6"
"LOC134714973"	7.75e-50	"sp|Q503R4|KLH36_DANRE"	"lcl|NC_086373.1_cds_XP_063432825.1_536"	"Q503R4"
"LOC134714987"	0	"sp|A4IHD2|ARIP4_XENTR"	"lcl|NC_086373.1_cds_XP_063432873.1_539"	"A4IHD2"
"LOC134714999"	0	"sp|A8WGF4|IF122_XENTR"	"lcl|NC_086373.1_cds_XP_063432886.1_541"	"A8WGF4"
"LOC134715030"	4.18e-135	"sp|Q9VH78|ALG12_DROME"	"lcl|NC_086373.1_cds_XP_063432953.1_548"	"Q9VH78"
"LOC134715040"	5.93e-30	"sp|P35431|CAV1_CHICK"	"lcl|NC_086373.1_cds_XP_063432974.1_550"	"P35431"
"LOC134715051"	6.13e-30	"sp|P35431|CAV1_CHICK"	"lcl|NC_086373.1_cds_XP_063432985.1_551"	"P35431"
"LOC134706627"	4.38e-30	"sp|P35431|CAV1_CHICK"	"lcl|NC_086373.1_cds_XP_063421805.1_552"	"P35431"
"LOC134706636"	1.59e-31	"sp|Q2IBC1|CAV1_RHIFE"	"lcl|NC_086373.1_cds_XP_063421819.1_553"	"Q2IBC1"
"LOC134706642"	3.15e-22	"sp|Q07E38|CAV1_NEONE"	"lcl|NC_086373.1_cds_XP_063421832.1_554"	"Q07E38"
"LOC134706649"	4.12e-110	"sp|Q2VWH6|FEZF2_BOVIN"	"lcl|NC_086373.1_cds_XP_063421844.1_555"	"Q2VWH6"
"LOC134715070"	1.13e-25	"sp|Q8N4Q1|MIA40_HUMAN"	"lcl|NC_086373.1_cds_XP_063433025.1_562"	"Q8N4Q1"
"LOC134706682"	6.15e-30	"sp|P46428|GST_ANOGA"	"lcl|NC_086373.1_cds_XP_063421919.1_567"	"P46428"
"LOC134715096"	1.64e-49	"sp|P91254|GST8_CAEEL"	"lcl|NC_086373.1_cds_XP_063433079.1_568"	"P91254"
"LOC134705122"	2.93e-30	"sp|Q864U8|B3GN5_PIG"	"lcl|NC_086373.1_cds_XP_063420262.1_569"	"Q864U8"
"LOC134706690"	5.17e-38	"sp|Q9N294|B3GT5_PANPA"	"lcl|NC_086373.1_cds_XP_063421931.1_570"	"Q9N294"
"LOC134715101"	0	"sp|Q8N157|AHI1_HUMAN"	"lcl|NC_086373.1_cds_XP_063433099.1_571"	"Q8N157"
"LOC134715119"	9.28e-99	"sp|Q92485|ASM3B_HUMAN"	"lcl|NC_086373.1_cds_XP_063433121.1_574"	"Q92485"
"LOC134715125"	1.07e-24	"sp|P29503|NEUR_DROME"	"lcl|NC_086373.1_cds_XP_063433135.1_576"	"P29503"
"LOC134715159"	3.05e-24	"sp|Q7T2L7|I17RD_CHICK"	"lcl|NC_086373.1_cds_XP_063433199.1_584"	"Q7T2L7"
"LOC134715165"	3.5e-84	"sp|P20241|NRG_DROME"	"lcl|NC_086373.1_cds_XP_063433211.1_585"	"P20241"
"LOC134715183"	2.63e-179	"sp|Q91309|F26_AQUCT"	"lcl|NC_086373.1_cds_XP_063433314.1_588"	"Q91309"
"LOC134715215"	2.42e-102	"sp|Q567B1|OTU1_DANRE"	"lcl|NC_086373.1_cds_XP_063433326.1_595"	"Q567B1"
"LOC134708226"	2.97e-58	"sp|Q5RCY2|NUDT5_PONAB"	"lcl|NC_086373.1_cds_XP_063425096.1_596"	"Q5RCY2"
"LOC134715257"	1.18e-74	"sp|Q9NPF2|CHSTB_HUMAN"	"lcl|NC_086373.1_cds_XP_063433394.1_604"	"Q9NPF2"
"LOC134715268"	5.75e-122	"sp|Q9QYS1|WNT16_MOUSE"	"lcl|NC_086373.1_cds_XP_063433417.1_606"	"Q9QYS1"
"LOC134715279"	1.51e-23	"sp|P63159|HMGB1_RAT"	"lcl|NC_086373.1_cds_XP_063433444.1_608"	"P63159"
"LOC134715327"	1.41e-75	"sp|A0JPH7|CE41B_XENLA"	"lcl|NC_086373.1_cds_XP_063433510.1_615"	"A0JPH7"
"LOC134715354"	4.17e-44	"sp|P46436|GST1_ASCSU"	"lcl|NC_086373.1_cds_XP_063433553.1_620"	"P46436"
"LOC134715359"	0	"sp|P32138|SQASE_ECOLI"	"lcl|NC_086373.1_cds_XP_063433576.1_621"	"P32138"
"LOC134706723"	7.6e-53	"sp|Q8N539|FBCD1_HUMAN"	"lcl|NC_086373.1_cds_XP_063421986.1_626"	"Q8N539"
"LOC134715387"	0	"sp|Q08DP0|PGM1_BOVIN"	"lcl|NC_086373.1_cds_XP_063433611.1_628"	"Q08DP0"
"LOC134715412"	4.63e-141	"sp|O08605|MKNK1_MOUSE"	"lcl|NC_086373.1_cds_XP_063433645.1_629"	"O08605"
"LOC134715395"	6.38e-45	"sp|Q8CGZ0|CHERP_MOUSE"	"lcl|NC_086373.1_cds_XP_063433621.1_632"	"Q8CGZ0"
"LOC134715431"	4.44e-55	"sp|B1AWJ5|TMM8B_MOUSE"	"lcl|NC_086373.1_cds_XP_063433672.1_635"	"B1AWJ5"
"LOC134715462"	4.78e-24	"sp|Q9DAX9|APBP2_MOUSE"	"lcl|NC_086373.1_cds_XP_063433714.1_640"	"Q9DAX9"
"LOC134715472"	8.59e-88	"sp|Q16740|CLPP_HUMAN"	"lcl|NC_086373.1_cds_XP_063433732.1_642"	"Q16740"
"LOC134711146"	1.12e-29	"sp|Q5VXU9|SHOC1_HUMAN"	"lcl|NC_086373.1_cds_XP_063428038.1_643"	"Q5VXU9"
"LOC134715489"	5.2e-92	"sp|Q5VU97|CAHD1_HUMAN"	"lcl|NC_086373.1_cds_XP_063433766.1_646"	"Q5VU97"
"LOC134713523"	6.73e-90	"sp|Q5VU97|CAHD1_HUMAN"	"lcl|NC_086373.1_cds_XP_063431266.1_647"	"Q5VU97"
"LOC134715498"	1.31e-90	"sp|Q5VU97|CAHD1_HUMAN"	"lcl|NC_086373.1_cds_XP_063433776.1_648"	"Q5VU97"
"LOC134715513"	4.8e-41	"sp|Q8NBI5|S43A3_HUMAN"	"lcl|NC_086373.1_cds_XP_063433809.1_650"	"Q8NBI5"
"LOC134706739"	4.97e-47	"sp|C3ZQF9|QRFPR_BRAFL"	"lcl|NC_086373.1_cds_XP_063422020.1_655"	"C3ZQF9"
"LOC134715565"	0	"sp|Q29554|ECHA_PIG"	"lcl|NC_086373.1_cds_XP_063433907.1_660"	"Q29554"
"LOC134715575"	0	"sp|O46629|ECHB_BOVIN"	"lcl|NC_086373.1_cds_XP_063433915.1_661"	"O46629"
"LOC134715557"	0	"sp|Q9ULI0|ATD2B_HUMAN"	"lcl|NC_086373.1_cds_XP_063433882.1_662"	"Q9ULI0"
"LOC134715557"	0	"sp|Q6PL18|ATAD2_HUMAN"	"lcl|NC_086373.1_cds_XP_063433893.1_663"	"Q6PL18"
"LOC134715596"	1.28e-48	"sp|Q58EK5|TDRD1_DANRE"	"lcl|NC_086373.1_cds_XP_063433944.1_667"	"Q58EK5"
"LOC134715605"	0	"sp|Q5VU97|CAHD1_HUMAN"	"lcl|NC_086373.1_cds_XP_063433966.1_686"	"Q5VU97"
"LOC134715676"	6.91e-66	"sp|P37193|ADXH1_DROME"	"lcl|NC_086373.1_cds_XP_063434086.1_687"	"P37193"
"LOC134715713"	5e-41	"sp|Q5VVX9|UBE2U_HUMAN"	"lcl|NC_086373.1_cds_XP_063434147.1_688"	"Q5VVX9"
"LOC134715725"	1.02e-26	"sp|Q1WG82|ZGLP1_MOUSE"	"lcl|NC_086373.1_cds_XP_063434169.1_690"	"Q1WG82"
"LOC134715733"	0	"sp|Q9Z139|ROR1_MOUSE"	"lcl|NC_086373.1_cds_XP_063434211.1_691"	"Q9Z139"
"LOC134717778"	8.6e-75	"sp|D3YXG0|HMCN1_MOUSE"	"lcl|NC_086373.1_cds_XP_063436654.1_699"	"D3YXG0"
"LOC134715761"	1.15e-58	"sp|Q96LT7|CI072_HUMAN"	"lcl|NC_086373.1_cds_XP_063434268.1_700"	"Q96LT7"
"LOC134715774"	5.31e-133	"sp|Q297S2|DOHH_DROPS"	"lcl|NC_086373.1_cds_XP_063434281.1_702"	"Q297S2"
"LOC134715781"	9.83e-176	"sp|M9PE65|AXO_DROME"	"lcl|NC_086373.1_cds_XP_063434294.1_704"	"M9PE65"
"LOC134715826"	0	"sp|A4IGL7|PXDN_XENTR"	"lcl|NC_086373.1_cds_XP_063434386.1_714"	"A4IGL7"
"LOC134706756"	3.92e-41	"sp|Q9Y2M2|SSUH2_HUMAN"	"lcl|NC_086373.1_cds_XP_063422061.1_718"	"Q9Y2M2"
"LOC134715861"	0	"sp|O54774|AP3D1_MOUSE"	"lcl|NC_086373.1_cds_XP_063434450.1_722"	"O54774"
"LOC134715907"	2.08e-82	"sp|Q2KJF9|T2EB_BOVIN"	"lcl|NC_086373.1_cds_XP_063434536.1_727"	"Q2KJF9"
"LOC134715891"	3.77e-23	"sp|Q92625|ANS1A_HUMAN"	"lcl|NC_086373.1_cds_XP_063434506.1_730"	"Q92625"
"LOC134715926"	8.36e-107	"sp|Q9V9S7|SYDE_DROME"	"lcl|NC_086373.1_cds_XP_063434563.1_733"	"Q9V9S7"
"LOC134706759"	1.36e-58	"sp|C9JJ37|BTBDJ_HUMAN"	"lcl|NC_086373.1_cds_XP_063422077.1_734"	"C9JJ37"
"LOC134715956"	2.11e-61	"sp|C9JJ37|BTBDJ_HUMAN"	"lcl|NC_086373.1_cds_XP_063434623.1_735"	"C9JJ37"
"LOC134715934"	2.04e-159	"sp|Q5E9N4|AADAT_BOVIN"	"lcl|NC_086373.1_cds_XP_063434572.1_736"	"Q5E9N4"
"LOC134715963"	1.24e-48	"sp|Q7ZWX9|MIDNB_XENLA"	"lcl|NC_086373.1_cds_XP_063434636.1_742"	"Q7ZWX9"
"LOC134715967"	6.82e-96	"sp|Q96GM8|TOE1_HUMAN"	"lcl|NC_086373.1_cds_XP_063434651.1_743"	"Q96GM8"
"LOC134721364"	3.25e-23	"sp|P55210|CASP7_HUMAN"	"lcl|NC_086373.1_cds_XP_063440790.1_746"	"P55210"
"LOC134715981"	6.65e-146	"sp|Q13946|PDE7A_HUMAN"	"lcl|NC_086373.1_cds_XP_063434682.1_747"	"Q13946"
"LOC134716020"	1.19e-96	"sp|A4IF97|ML12B_BOVIN"	"lcl|NC_086373.1_cds_XP_063434760.1_752"	"A4IF97"
"LOC134716007"	3.91e-94	"sp|B0G143|UCPB_DICDI"	"lcl|NC_086373.1_cds_XP_063434739.1_755"	"B0G143"
"LOC134716037"	0	"sp|P53395|ODB2_MOUSE"	"lcl|NC_086373.1_cds_XP_063434792.1_757"	"P53395"
"LOC134716050"	1.53e-161	"sp|P98156|VLDLR_MOUSE"	"lcl|NC_086373.1_cds_XP_063434828.1_760"	"P98156"
"LOC134716069"	1.82e-35	"sp|Q7TME0|PLPR4_MOUSE"	"lcl|NC_086373.1_cds_XP_063434880.1_765"	"Q7TME0"
"LOC134716081"	1.12e-101	"sp|P54315|LIPR1_HUMAN"	"lcl|NC_086373.1_cds_XP_063434902.1_769"	"P54315"
"LOC134716088"	2.3e-52	"sp|A0JNB1|ZN227_BOVIN"	"lcl|NC_086373.1_cds_XP_063434916.1_770"	"A0JNB1"
"LOC134716092"	1.68e-66	"sp|P10076|ZFP26_MOUSE"	"lcl|NC_086373.1_cds_XP_063434930.1_771"	"P10076"
"LOC134716105"	9.68e-108	"sp|Q9UPM8|AP4E1_HUMAN"	"lcl|NC_086373.1_cds_XP_063434951.1_773"	"Q9UPM8"
"LOC134716202"	1.76e-39	"sp|F1NV61|CASP7_CHICK"	"lcl|NC_086373.1_cds_XP_063435114.1_790"	"F1NV61"
"LOC134706767"	5.23e-41	"sp|Q8MJC3|CASP3_RABIT"	"lcl|NC_086373.1_cds_XP_063422103.1_792"	"Q8MJC3"
"LOC134724995"	1.58e-30	"sp|Q3T0P5|CASP6_BOVIN"	"lcl|NC_086373.1_cds_XP_063444936.1_793"	"Q3T0P5"
"LOC134716212"	2.38e-27	"sp|F1NV61|CASP7_CHICK"	"lcl|NC_086373.1_cds_XP_063435137.1_794"	"F1NV61"
"LOC134716238"	7.29e-47	"sp|Q08DY9|CASP3_BOVIN"	"lcl|NC_086373.1_cds_XP_063435185.1_799"	"Q08DY9"
"LOC134716245"	6.66e-43	"sp|Q8MJC3|CASP3_RABIT"	"lcl|NC_086373.1_cds_XP_063435194.1_800"	"Q8MJC3"
"LOC134716266"	1.19e-90	"sp|Q7ZWY2|PIHD1_XENLA"	"lcl|NC_086373.1_cds_XP_063435220.1_803"	"Q7ZWY2"
"LOC134716332"	3.39e-34	"sp|Q640Z6|NU153_XENLA"	"lcl|NC_086373.1_cds_XP_063435326.1_815"	"Q640Z6"
"LOC134716332"	1.91e-26	"sp|P49791|NU153_RAT"	"lcl|NC_086373.1_cds_XP_063435344.1_817"	"P49791"
"LOC134716345"	4.03e-110	"sp|A0A1L8HX76|WDR18_XENLA"	"lcl|NC_086373.1_cds_XP_063435355.1_818"	"A0A1L8HX76"
"LOC134716350"	2.31e-58	"sp|A2AIR5|NMD3A_MOUSE"	"lcl|NC_086373.1_cds_XP_063435369.1_819"	"A2AIR5"
"LOC134716354"	2.48e-103	"sp|Q8TCU5|NMD3A_HUMAN"	"lcl|NC_086373.1_cds_XP_063435383.1_820"	"Q8TCU5"
"LOC134716370"	2.59e-146	"sp|Q9BHM6|OCDH_PECMA"	"lcl|NC_086373.1_cds_XP_063435407.1_822"	"Q9BHM6"
"LOC134716389"	0	"sp|P21213|HUTH_RAT"	"lcl|NC_086373.1_cds_XP_063435441.1_829"	"P21213"
"LOC134716397"	5.26e-44	"sp|P62321|RUXF_XENLA"	"lcl|NC_086373.1_cds_XP_063435454.1_830"	"P62321"
"LOC134716411"	3.65e-68	"sp|Q9R0X0|MED20_MOUSE"	"lcl|NC_086373.1_cds_XP_063435476.1_831"	"Q9R0X0"
"LOC134716404"	0	"sp|Q8VC12|HUTU_MOUSE"	"lcl|NC_086373.1_cds_XP_063435463.1_832"	"Q8VC12"
"LOC134716418"	4.13e-49	"sp|Q9UPS8|ANR26_HUMAN"	"lcl|NC_086373.1_cds_XP_063435487.1_833"	"Q9UPS8"
"LOC134716418"	2.2e-39	"sp|A0A0A6YYL3|POTEB_HUMAN"	"lcl|NC_086373.1_cds_XP_063435589.1_838"	"A0A0A6YYL3"
"LOC134716538"	6.74e-78	"sp|Q5R7A4|RAB7L_PONAB"	"lcl|NC_086373.1_cds_XP_063435621.1_851"	"Q5R7A4"
"LOC134716528"	5.59e-102	"sp|Q12893|TM115_HUMAN"	"lcl|NC_086373.1_cds_XP_063435610.1_853"	"Q12893"
"LOC134716567"	0	"sp|Q640L2|SPX3_XENLA"	"lcl|NC_086373.1_cds_XP_063435652.1_854"	"Q640L2"
"LOC134716553"	4.06e-62	"sp|P51957|NEK4_HUMAN"	"lcl|NC_086373.1_cds_XP_063435637.1_855"	"P51957"
"LOC134716587"	2.42e-121	"sp|Q5XH30|ATG4C_XENLA"	"lcl|NC_086373.1_cds_XP_063435671.1_858"	"Q5XH30"
"LOC134716609"	2.48e-60	"sp|Q9Y3C5|RNF11_HUMAN"	"lcl|NC_086373.1_cds_XP_063435692.1_860"	"Q9Y3C5"
"LOC134681338"	4.11e-165	"sp|J3SBP3|PDE2_CROAD"	"lcl|NC_086373.1_cds_XP_063397355.1_863"	"J3SBP3"
"LOC134716651"	2.08e-51	"sp|Q9V727|ASX_DROME"	"lcl|NC_086373.1_cds_XP_063435733.1_865"	"Q9V727"
"LOC134716642"	6.57e-113	"sp|Q9JJK3|PEX3_CRILO"	"lcl|NC_086373.1_cds_XP_063435725.1_866"	"Q9JJK3"
"LOC134716658"	0	"sp|Q8BW94|DYH3_MOUSE"	"lcl|NC_086373.1_cds_XP_063435737.1_867"	"Q8BW94"
"LOC134682434"	9.93e-60	"sp|P20483|MPIP_DROME"	"lcl|NC_086373.1_cds_XP_063397923.1_868"	"P20483"
"LOC134706796"	4.24e-60	"sp|P20483|MPIP_DROME"	"lcl|NC_086373.1_cds_XP_063422157.1_872"	"P20483"
"LOC134716704"	7.19e-106	"sp|Q90X38|GPKOW_DANRE"	"lcl|NC_086373.1_cds_XP_063435781.1_873"	"Q90X38"
"LOC134683401"	0	"sp|Q6RVG2|S4A8_RAT"	"lcl|NC_086373.1_cds_XP_063399098.1_877"	"Q6RVG2"
"LOC134716741"	3.46e-52	"sp|Q05B92|TFE3_BOVIN"	"lcl|NC_086373.1_cds_XP_063435818.1_878"	"Q05B92"
"LOC134716782"	6.99e-81	"sp|Q90YH9|TES_CHICK"	"lcl|NC_086373.1_cds_XP_063435864.1_881"	"Q90YH9"
"LOC134716761"	1.11e-163	"sp|Q7Z3G6|PRIC2_HUMAN"	"lcl|NC_086373.1_cds_XP_063435841.1_882"	"Q7Z3G6"
"LOC134716818"	1.29e-125	"sp|Q8BRG8|TM209_MOUSE"	"lcl|NC_086373.1_cds_XP_063435901.1_889"	"Q8BRG8"
"LOC134716834"	2.1e-37	"sp|P62311|LSM3_MOUSE"	"lcl|NC_086373.1_cds_XP_063435918.1_891"	"P62311"
"LOC134716918"	5.54e-66	"sp|O95243|MBD4_HUMAN"	"lcl|NC_086373.1_cds_XP_063436009.1_902"	"O95243"
"LOC134716928"	2.07e-97	"sp|P33215|NEDD1_MOUSE"	"lcl|NC_086373.1_cds_XP_063436017.1_903"	"P33215"
"LOC134716959"	1.24e-25	"sp|Q6XUX2|DUSTY_RAT"	"lcl|NC_086373.1_cds_XP_063436019.1_905"	"Q6XUX2"
"LOC134716985"	7.95e-27	"sp|Q9ES74|NEK7_MOUSE"	"lcl|NC_086373.1_cds_XP_063436022.1_907"	"Q9ES74"
"LOC134717011"	9.65e-24	"sp|F4JTP5|STY46_ARATH"	"lcl|NC_086373.1_cds_XP_063436023.1_909"	"F4JTP5"
"LOC134717028"	4.33e-22	"sp|A0A2R6XIK6|PRAF_MARPO"	"lcl|NC_086373.1_cds_XP_063436024.1_910"	"A0A2R6XIK6"
"LOC134717060"	1.95e-22	"sp|A0A2R6XIK6|PRAF_MARPO"	"lcl|NC_086373.1_cds_XP_063436026.1_911"	"A0A2R6XIK6"
"LOC134717154"	0	"sp|P55861|MCM2_XENLA"	"lcl|NC_086373.1_cds_XP_063436033.1_916"	"P55861"
"LOC134717170"	1.75e-168	"sp|Q9JIH7|WNK1_RAT"	"lcl|NC_086373.1_cds_XP_063436034.1_921"	"Q9JIH7"
"LOC134717170"	9.45e-172	"sp|Q80XP9|WNK3_MOUSE"	"lcl|NC_086373.1_cds_XP_063436036.1_923"	"Q80XP9"
"LOC134717233"	3.82e-150	"sp|O95620|DUS4L_HUMAN"	"lcl|NC_086373.1_cds_XP_063436040.1_924"	"O95620"
"LOC134717207"	0	"sp|Q9UP83|COG5_HUMAN"	"lcl|NC_086373.1_cds_XP_063436037.1_926"	"Q9UP83"
"LOC134717285"	9.27e-123	"sp|Q499N4|COQ2_RAT"	"lcl|NC_086373.1_cds_XP_063436044.1_928"	"Q499N4"
"LOC134717259"	1.44e-24	"sp|Q6GX86|HROB_RAT"	"lcl|NC_086373.1_cds_XP_063436042.1_929"	"Q6GX86"
"LOC134685241"	1.14e-22	"sp|Q9SCN0|STL2_ARATH"	"lcl|NC_086373.1_cds_XP_063401273.1_934"	"Q9SCN0"
"LOC134717350"	8.01e-35	"sp|P80174|SODC_CARCR"	"lcl|NC_086373.1_cds_XP_063436047.1_937"	"P80174"
"LOC134717366"	1.53e-42	"sp|P18292|THRB_RAT"	"lcl|NC_086373.1_cds_XP_063436048.1_940"	"P18292"
"LOC134686994"	3.28e-24	"sp|Q14832|GRM3_HUMAN"	"lcl|NC_086373.1_cds_XP_063403394.1_942"	"Q14832"
"LOC134717428"	1.21e-46	"sp|Q62186|SSRD_MOUSE"	"lcl|NC_086373.1_cds_XP_063436054.1_943"	"Q62186"
"LOC134717392"	3.21e-22	"sp|P10775|RINI_PIG"	"lcl|NC_086373.1_cds_XP_063436052.1_944"	"P10775"
"LOC134717444"	4.67e-31	"sp|Q24118|PIGE_DROME"	"lcl|NC_086373.1_cds_XP_063436055.1_947"	"Q24118"
"LOC134717458"	0	"sp|A2CI35|DUSTY_STRPU"	"lcl|NC_086373.1_cds_XP_063436065.1_949"	"A2CI35"
"LOC134717516"	1.5e-39	"sp|A8Y5T1|CF276_DANRE"	"lcl|NC_086373.1_cds_XP_063436088.1_951"	"A8Y5T1"
"LOC134717477"	0	"sp|Q6DDW2|ELAP2_XENLA"	"lcl|NC_086373.1_cds_XP_063436075.1_953"	"Q6DDW2"
"LOC134717477"	7.57e-169	"sp|Q3UZV7|ELAP2_MOUSE"	"lcl|NC_086373.1_cds_XP_063436078.1_956"	"Q3UZV7"
"LOC134717554"	2.28e-58	"sp|Q9QUK3|CLN8_MOUSE"	"lcl|NC_086373.1_cds_XP_063436116.1_959"	"Q9QUK3"
"LOC134706855"	2.24e-58	"sp|Q9UBY8|CLN8_HUMAN"	"lcl|NC_086373.1_cds_XP_063422243.1_964"	"Q9UBY8"
"LOC134717588"	8.88e-151	"sp|P35465|PAK1_RAT"	"lcl|NC_086373.1_cds_XP_063436177.1_966"	"P35465"
"LOC134717621"	2.7e-79	"sp|Q6ZR37|PKHG7_HUMAN"	"lcl|NC_086373.1_cds_XP_063436188.1_971"	"Q6ZR37"
"LOC134706870"	1.41e-71	"sp|Q6ZR37|PKHG7_HUMAN"	"lcl|NC_086373.1_cds_XP_063422265.1_977"	"Q6ZR37"
"LOC134717663"	3.17e-79	"sp|Q6ZR37|PKHG7_HUMAN"	"lcl|NC_086373.1_cds_XP_063436233.1_982"	"Q6ZR37"
"LOC134717762"	4.8e-116	"sp|Q0D2E8|RFT1_XENTR"	"lcl|NC_086373.1_cds_XP_063436329.1_998"	"Q0D2E8"
"LOC134717797"	4.05e-44	"sp|Q96MG7|NSE3_HUMAN"	"lcl|NC_086373.1_cds_XP_063436362.1_1001"	"Q96MG7"
"LOC134717786"	1.69e-34	"sp|O60290|ZN862_HUMAN"	"lcl|NC_086373.1_cds_XP_063436352.1_1002"	"O60290"
"LOC134717805"	1.43e-21	"sp|Q5PPN7|MITOK_RAT"	"lcl|NC_086373.1_cds_XP_063436371.1_1003"	"Q5PPN7"
"LOC134717813"	9.41e-116	"sp|A8K7I4|CLCA1_HUMAN"	"lcl|NC_086373.1_cds_XP_063436380.1_1004"	"A8K7I4"
"LOC134717897"	7.47e-106	"sp|Q3TLP5|ECHD2_MOUSE"	"lcl|NC_086373.1_cds_XP_063436468.1_1018"	"Q3TLP5"
"LOC134706949"	2.63e-65	"sp|O00602|FCN1_HUMAN"	"lcl|NC_086373.1_cds_XP_063422411.1_1021"	"O00602"
"LOC134706960"	4.52e-63	"sp|O00602|FCN1_HUMAN"	"lcl|NC_086373.1_cds_XP_063422424.1_1023"	"O00602"
"LOC134717951"	3.58e-32	"sp|Q9Y5Z4|HEBP2_HUMAN"	"lcl|NC_086373.1_cds_XP_063436525.1_1027"	"Q9Y5Z4"
"LOC134717923"	1.39e-45	"sp|Q9Y5Z4|HEBP2_HUMAN"	"lcl|NC_086373.1_cds_XP_063436494.1_1028"	"Q9Y5Z4"
"LOC134717972"	3.04e-85	"sp|Q8N1B3|CCNQ_HUMAN"	"lcl|NC_086373.1_cds_XP_063436545.1_1032"	"Q8N1B3"
"LOC134717959"	0	"sp|Q28I85|POC1A_XENTR"	"lcl|NC_086373.1_cds_XP_063436530.1_1033"	"Q28I85"
"LOC134706971"	1.5e-23	"sp|O44252|ROST_DROME"	"lcl|NC_086373.1_cds_XP_063422446.1_1035"	"O44252"
"LOC134717982"	6.38e-63	"sp|Q9Y2M2|SSUH2_HUMAN"	"lcl|NC_086373.1_cds_XP_063436554.1_1038"	"Q9Y2M2"
"LOC134717999"	4.26e-62	"sp|Q9Y2M2|SSUH2_HUMAN"	"lcl|NC_086373.1_cds_XP_063436571.1_1040"	"Q9Y2M2"
"LOC134718010"	0	"sp|P17971|KCNAL_DROME"	"lcl|NC_086373.1_cds_XP_063436602.1_1041"	"P17971"
"LOC134718037"	2.83e-121	"sp|Q8VD04|GRAP1_MOUSE"	"lcl|NC_086373.1_cds_XP_063436616.1_1046"	"Q8VD04"
"LOC134698529"	1.33e-164	"sp|P22717|GCYB2_RAT"	"lcl|NC_086373.1_cds_XP_063416726.1_1050"	"P22717"
"LOC134718085"	5.23e-163	"sp|P22717|GCYB2_RAT"	"lcl|NC_086373.1_cds_XP_063436648.1_1054"	"P22717"
"LOC134718165"	3.46e-36	"sp|Q14656|TM187_HUMAN"	"lcl|NC_086373.1_cds_XP_063436728.1_1064"	"Q14656"
"LOC134718149"	0	"sp|P51611|HCFC1_MESAU"	"lcl|NC_086373.1_cds_XP_063436712.1_1067"	"P51611"
"LOC134718190"	0	"sp|Q5ZKY2|ATG7_CHICK"	"lcl|NC_086373.1_cds_XP_063436756.1_1071"	"Q5ZKY2"
"LOC134718225"	0	"sp|P09215|KPCD_RAT"	"lcl|NC_086373.1_cds_XP_063436810.1_1073"	"P09215"
"LOC134707009"	2.08e-21	"sp|A0A2B4RNI3|CGLR2_STYPI"	"lcl|NC_086373.1_cds_XP_063422541.1_1077"	"A0A2B4RNI3"
"LOC134718252"	0	"sp|Q6DDT1|INO1B_XENLA"	"lcl|NC_086373.1_cds_XP_063436819.1_1078"	"Q6DDT1"
"LOC134718276"	1.61e-83	"sp|Q01105|SET_HUMAN"	"lcl|NC_086373.1_cds_XP_063436842.1_1079"	"Q01105"
"LOC134718261"	9.89e-148	"sp|Q6PCB5|RSBNL_HUMAN"	"lcl|NC_086373.1_cds_XP_063436828.1_1080"	"Q6PCB5"
"LOC134718382"	1.53e-162	"sp|Q98SN7|WNT2B_CHICK"	"lcl|NC_086373.1_cds_XP_063436959.1_1093"	"Q98SN7"
"LOC134718400"	0	"sp|A0M8U1|ST7_CHICK"	"lcl|NC_086373.1_cds_XP_063436973.1_1096"	"A0M8U1"
"LOC134704665"	1.38e-165	"sp|Q9WUU9|GANP_MOUSE"	"lcl|NC_086373.1_cds_XP_063419648.1_1100"	"Q9WUU9"
"LOC134718428"	2.61e-31	"sp|Q14118|DAG1_HUMAN"	"lcl|NC_086373.1_cds_XP_063437002.1_1101"	"Q14118"
"LOC134718498"	1.04e-27	"sp|Q3TA59|JMJD8_MOUSE"	"lcl|NC_086373.1_cds_XP_063437147.1_1115"	"Q3TA59"
"LOC134718529"	0	"sp|P41383|TBA2_PATVU"	"lcl|NC_086373.1_cds_XP_063437194.1_1122"	"P41383"
"LOC134704816"	2.57e-58	"sp|D3YXG0|HMCN1_MOUSE"	"lcl|NC_086373.1_cds_XP_063419701.1_1124"	"D3YXG0"
"LOC134718543"	4.07e-41	"sp|G5ED84|KLHL8_CAEEL"	"lcl|NC_086373.1_cds_XP_063437218.1_1128"	"G5ED84"
"LOC134718571"	7.94e-80	"sp|Q9D0W5|PPIL1_MOUSE"	"lcl|NC_086373.1_cds_XP_063437254.1_1129"	"Q9D0W5"
"LOC134718553"	1.08e-75	"sp|Q13371|PHLP_HUMAN"	"lcl|NC_086373.1_cds_XP_063437229.1_1130"	"Q13371"
"LOC134718580"	1.76e-21	"sp|Q5RC32|MDM1_PONAB"	"lcl|NC_086373.1_cds_XP_063437267.1_1133"	"Q5RC32"
"LOC134718625"	8.81e-47	"sp|Q9Y2M2|SSUH2_HUMAN"	"lcl|NC_086373.1_cds_XP_063437343.1_1142"	"Q9Y2M2"
"LOC134718631"	3.82e-143	"sp|V5NAL9|TLR4_PINIB"	"lcl|NC_086373.1_cds_XP_063437354.1_1143"	"V5NAL9"
