LOC_ID,protein_name,gene_set,n_samples,n_at_floor,frac_samples_at_floor,floor_flag
LOC134725874,Mitochondrial dicarboxylate carrier (DIC) (Solute carrier family 25 member 10 homolog),DEG_union,46,0,0,ok
LOC134725897,Glyoxalase 3 (EC 4.2.1.130) (Glutathione-independent glyoxalase),candidate,46,0,0,ok
LOC134725929,Cadherin-99C,DEG_union,46,0,0,ok
LOC134725966,S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2),DEG_union,46,0,0,ok
LOC134726293,BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (xBuGZ) (Zinc finger protein 207),DEG_union,46,0,0,ok
LOC134726295,NA,DEG_union,46,0,0,ok
LOC134726382,Prominin-1-A (Prominin-like protein 1),DEG_union,46,0,0,ok
LOC134726508,Splicing factor U2AF 50 kDa subunit (U2 auxiliary factor 50 kDa subunit) (U2 snRNP auxiliary factor large subunit),DEG_union,46,0,0,ok
LOC134726516,Mannose-1-phosphate guanyltransferase beta (EC 2.7.7.13) (GDP-mannose pyrophosphorylase B) (GTP-mannose-1-phosphate guanylyltransferase beta),DEG_union,46,0,0,ok
LOC134726622,Heterogeneous nuclear ribonucleoprotein A/B (hnRNP A/B) (CArG-binding factor-A) (CBF-A),DEG_union,46,0,0,ok
LOC134726945,NA,DEG_union,46,0,0,ok
LOC134727011,Metallothionein 10-IV (MT-10-IV),DEG_union,46,0,0,ok
LOC134727038,NA,DEG_union,46,0,0,ok
LOC134728134,"X-box-binding protein 1 (Hepatocarcinogenesis-related transcription factor) (HTF) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]",DEG_union,46,0,0,ok
LOC134728140,THO complex subunit 5 homolog,DEG_union,46,0,0,ok
LOC134728156,"A-kinase anchor protein 1, mitochondrial (Dual specificity A-kinase-anchoring protein 1) (D-AKAP-1) (Protein kinase A-anchoring protein 1) (PRKA1) (Spermatid A-kinase anchor protein) (S-AKAP)",DEG_union,46,0,0,ok
LOC134728203,"Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",candidate,46,0,0,ok
LOC134728247,Ribosomal protein S6 kinase beta-1 (S6K-beta-1) (S6K1) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 1) (P70S6K1) (p70-S6K 1) (Ribosomal protein S6 kinase I) (S6K) (p70 ribosomal S6 kinase alpha) (p70 S6 kinase alpha) (p70 S6K-alpha) (p70 S6KA),DEG_union,46,0,0,ok
LOC134728254,Stalled ribosome sensor GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1),DEG_union,46,0,0,ok
LOC134728256,Selenoprotein M,DEG_union,46,0,0,ok
LOC134728257,Malectin-A,DEG_union,46,0,0,ok
ND1,NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1),DEG_union,46,0,0,ok
ND2,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
ND6,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
