gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134716854|LOC134716854,188.932175509353,0.800035921338819,0.140667376598657,9.24792583072491e-10,7.15419542264879e-7,LOC134716854,lcl|NC_086376.1_cds_XP_063435935.1_19974,sp,P17710,HXK1,MOUSE,45.358,937,443,15,211,2955,67,956,0,791,reviewed,HXK1_MOUSE,"Hexokinase-1 (EC 2.7.1.1) (Hexokinase type I) (HK I) (Hexokinase, tumor isozyme)",Hk1,Mus musculus (Mouse),974,GO:0001678; GO:0002720; GO:0002931; GO:0004340; GO:0004396; GO:0004672; GO:0005524; GO:0005536; GO:0005739; GO:0005741; GO:0005829; GO:0005901; GO:0006002; GO:0006006; GO:0006013; GO:0006096; GO:0006954; GO:0008865; GO:0019158; GO:0032731; GO:0032991; GO:0042802; GO:0042834; GO:0043066; GO:0044877; GO:0045087; GO:0045121; GO:0046835; GO:0047931; GO:0051156; GO:0061621; GO:0072655; GO:0072656,canonical glycolysis [GO:0061621]; carbohydrate phosphorylation [GO:0046835]; establishment of protein localization to mitochondrion [GO:0072655]; fructose 6-phosphate metabolic process [GO:0006002]; glucose 6-phosphate metabolic process [GO:0051156]; glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; intracellular glucose homeostasis [GO:0001678]; maintenance of protein location in mitochondrion [GO:0072656]; mannose metabolic process [GO:0006013]; negative regulation of apoptotic process [GO:0043066]; positive regulation of cytokine production involved in immune response [GO:0002720]; positive regulation of interleukin-1 beta production [GO:0032731]; response to ischemia [GO:0002931],ATP binding [GO:0005524]; fructokinase activity [GO:0008865]; glucokinase activity [GO:0004340]; glucosamine kinase activity [GO:0047931]; glucose binding [GO:0005536]; hexokinase activity [GO:0004396]; identical protein binding [GO:0042802]; mannokinase activity [GO:0019158]; peptidoglycan binding [GO:0042834]; protein kinase activity [GO:0004672]; protein-containing complex binding [GO:0044877],caveola [GO:0005901]; cytosol [GO:0005829]; membrane raft [GO:0045121]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991],,,,R-MMU-70171;,UPA00109;UPA00242;,
gene-LOC134716854|LOC134716854,188.932175509353,0.800035921338819,0.140667376598657,9.24792583072491e-10,7.15419542264879e-7,LOC134716854,lcl|NC_086376.1_cds_XP_063435935.1_19974,sp,P17710,HXK1,MOUSE,47.216,449,221,7,232,1551,526,967,6.67e-128,415,reviewed,HXK1_MOUSE,"Hexokinase-1 (EC 2.7.1.1) (Hexokinase type I) (HK I) (Hexokinase, tumor isozyme)",Hk1,Mus musculus (Mouse),974,GO:0001678; GO:0002720; GO:0002931; GO:0004340; GO:0004396; GO:0004672; GO:0005524; GO:0005536; GO:0005739; GO:0005741; GO:0005829; GO:0005901; GO:0006002; GO:0006006; GO:0006013; GO:0006096; GO:0006954; GO:0008865; GO:0019158; GO:0032731; GO:0032991; GO:0042802; GO:0042834; GO:0043066; GO:0044877; GO:0045087; GO:0045121; GO:0046835; GO:0047931; GO:0051156; GO:0061621; GO:0072655; GO:0072656,canonical glycolysis [GO:0061621]; carbohydrate phosphorylation [GO:0046835]; establishment of protein localization to mitochondrion [GO:0072655]; fructose 6-phosphate metabolic process [GO:0006002]; glucose 6-phosphate metabolic process [GO:0051156]; glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; intracellular glucose homeostasis [GO:0001678]; maintenance of protein location in mitochondrion [GO:0072656]; mannose metabolic process [GO:0006013]; negative regulation of apoptotic process [GO:0043066]; positive regulation of cytokine production involved in immune response [GO:0002720]; positive regulation of interleukin-1 beta production [GO:0032731]; response to ischemia [GO:0002931],ATP binding [GO:0005524]; fructokinase activity [GO:0008865]; glucokinase activity [GO:0004340]; glucosamine kinase activity [GO:0047931]; glucose binding [GO:0005536]; hexokinase activity [GO:0004396]; identical protein binding [GO:0042802]; mannokinase activity [GO:0019158]; peptidoglycan binding [GO:0042834]; protein kinase activity [GO:0004672]; protein-containing complex binding [GO:0044877],caveola [GO:0005901]; cytosol [GO:0005829]; membrane raft [GO:0045121]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991],,,,R-MMU-70171;,UPA00109;UPA00242;,
gene-LOC134697084|LOC134697084,218.984216931606,0.42370935830309,0.135901155629884,2.43134187274252e-4,0.0135315544802418,LOC134697084,lcl|NC_086373.1_cds_XP_063415189.1_5563,sp,P23787,TERA,XENLA,88.729,763,85,1,4,2292,5,766,0,1379,reviewed,TERA_XENLA,Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (p97) (Valosin-containing protein) (VCP),vcp,Xenopus laevis (African clawed frog),805,GO:0000785; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006281; GO:0006302; GO:0006914; GO:0006974; GO:0008289; GO:0010494; GO:0010498; GO:0016236; GO:0016567; GO:0016887; GO:0019985; GO:0030970; GO:0031593; GO:0032510; GO:0034098; GO:0034605; GO:0035617; GO:0035861; GO:0036297; GO:0036503; GO:0042802; GO:0043161; GO:0044877; GO:0051228; GO:0061857; GO:0097352; GO:1903843; GO:1905634,"autophagosome maturation [GO:0097352]; autophagy [GO:0006914]; cellular response to arsenite ion [GO:1903843]; cellular response to heat [GO:0034605]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; double-strand break repair [GO:0006302]; endoplasmic reticulum stress-induced pre-emptive quality control [GO:0061857]; endosome to lysosome transport via multivesicular body sorting pathway [GO:0032510]; ERAD pathway [GO:0036503]; interstrand cross-link repair [GO:0036297]; macroautophagy [GO:0016236]; mitotic spindle disassembly [GO:0051228]; proteasomal protein catabolic process [GO:0010498]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; regulation of protein localization to chromatin [GO:1905634]; retrograde protein transport, ER to cytosol [GO:0030970]; stress granule disassembly [GO:0035617]; translesion synthesis [GO:0019985]",ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]; polyubiquitin modification-dependent protein binding [GO:0031593]; protein-containing complex binding [GO:0044877],chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]; VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098],,,,,,
gene-LOC134728292|LOC134728292,179.977118977976,1.04372429112717,0.221274674434088,1.38066237393425e-7,5.08609720226445e-5,LOC134728292,lcl|NC_086380.1_cds_XP_063448912.1_31392,sp,Q9Z0J4,NOS1,MOUSE,47.895,1449,677,21,52,4314,14,1412,0,1347,reviewed,NOS1_MOUSE,"Nitric oxide synthase 1 (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Nitric oxide synthase, brain) (bNOS) (Peptidyl-cysteine S-nitrosylase NOS1)",Nos1,Mus musculus (Mouse),1429,GO:0001917; GO:0002028; GO:0004517; GO:0005516; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005829; GO:0005856; GO:0005886; GO:0006527; GO:0006809; GO:0006813; GO:0006816; GO:0006941; GO:0007263; GO:0008270; GO:0008285; GO:0009725; GO:0010181; GO:0014069; GO:0017080; GO:0019899; GO:0020037; GO:0030018; GO:0030141; GO:0030315; GO:0030425; GO:0031965; GO:0032496; GO:0032991; GO:0033017; GO:0033137; GO:0034760; GO:0042178; GO:0042311; GO:0042383; GO:0042582; GO:0042802; GO:0043066; GO:0043197; GO:0043267; GO:0043434; GO:0043524; GO:0043627; GO:0044305; GO:0044325; GO:0045121; GO:0045184; GO:0045202; GO:0045776; GO:0045893; GO:0045906; GO:0045944; GO:0046676; GO:0046870; GO:0048148; GO:0048306; GO:0048471; GO:0050660; GO:0050661; GO:0050767; GO:0051117; GO:0051219; GO:0051481; GO:0051612; GO:0051649; GO:0051926; GO:0060078; GO:0061875; GO:0070402; GO:0071260; GO:0071363; GO:0071872; GO:0071944; GO:0097110; GO:0098735; GO:0098924; GO:0098978; GO:0099091; GO:0099092; GO:0099163; GO:0106071; GO:1900273; GO:1902307,arginine catabolic process [GO:0006527]; behavioral response to cocaine [GO:0048148]; calcium ion transport [GO:0006816]; cellular response to epinephrine stimulus [GO:0071872]; cellular response to growth factor stimulus [GO:0071363]; cellular response to mechanical stimulus [GO:0071260]; establishment of localization in cell [GO:0051649]; establishment of protein localization [GO:0045184]; negative regulation of apoptotic process [GO:0043066]; negative regulation of blood pressure [GO:0045776]; negative regulation of calcium ion transport [GO:0051926]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cytosolic calcium ion concentration [GO:0051481]; negative regulation of hepatic stellate cell contraction [GO:0061875]; negative regulation of insulin secretion [GO:0046676]; negative regulation of iron ion transmembrane transport [GO:0034760]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; negative regulation of potassium ion transport [GO:0043267]; negative regulation of serotonin uptake [GO:0051612]; negative regulation of vasoconstriction [GO:0045906]; nitric oxide biosynthetic process [GO:0006809]; nitric oxide mediated signal transduction [GO:0007263]; positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0106071]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of sodium ion transmembrane transport [GO:1902307]; positive regulation of the force of heart contraction [GO:0098735]; positive regulation of transcription by RNA polymerase II [GO:0045944]; potassium ion transport [GO:0006813]; regulation of neurogenesis [GO:0050767]; regulation of postsynaptic membrane potential [GO:0060078]; regulation of sodium ion transport [GO:0002028]; response to estrogen [GO:0043627]; response to hormone [GO:0009725]; response to lipopolysaccharide [GO:0032496]; response to peptide hormone [GO:0043434]; retrograde trans-synaptic signaling by nitric oxide [GO:0098924]; striated muscle contraction [GO:0006941]; synaptic signaling by nitric oxide [GO:0099163]; vasodilation [GO:0042311]; xenobiotic catabolic process [GO:0042178],ATPase binding [GO:0051117]; cadmium ion binding [GO:0046870]; calcium-dependent protein binding [GO:0048306]; calmodulin binding [GO:0005516]; enzyme binding [GO:0019899]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; NADP binding [GO:0050661]; NADPH binding [GO:0070402]; nitric-oxide synthase activity [GO:0004517]; phosphoprotein binding [GO:0051219]; scaffold protein binding [GO:0097110]; sodium channel regulator activity [GO:0017080]; transmembrane transporter binding [GO:0044325]; zinc ion binding [GO:0008270],"azurophil granule [GO:0042582]; calyx of Held [GO:0044305]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; glutamatergic synapse [GO:0098978]; membrane raft [GO:0045121]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; photoreceptor inner segment [GO:0001917]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic density, intracellular component [GO:0099092]; postsynaptic specialization, intracellular component [GO:0099091]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; sarcoplasmic reticulum membrane [GO:0033017]; secretory granule [GO:0030141]; synapse [GO:0045202]; T-tubule [GO:0030315]; Z disc [GO:0030018]",,INDUCTION: By cholinergic agonists acting at inositol phosphate-linked muscarinic receptors in cardiac myocytes.,,R-MMU-1222556;R-MMU-392154;R-MMU-5578775;,,Q05769; Q60857
gene-LOC134685400|LOC134685400,269.214188011247,0.415509358174856,0.118901947623846,6.86229154768951e-5,0.00610377872646794,LOC134685400,lcl|NC_086381.1_cds_XP_063401212.1_35026,sp,Q08CX1,RASEF,XENTR,56.436,202,83,1,1660,2250,520,721,4.04e-66,236,reviewed,RASEF_XENTR,Ras and EF-hand domain-containing protein,rasef,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),722,GO:0003924; GO:0005509; GO:0005525; GO:0048471,,calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; GTPase activity [GO:0003924],perinuclear region of cytoplasm [GO:0048471],,,,,,
gene-LOC134711804|LOC134711804,58.1088952572003,-0.644615159864869,0.202796847831143,1.03456853695784e-4,0.00813925234723472,LOC134711804,lcl|NC_086375.1_cds_XP_063428761.1_13656,sp,Q0V9R4,CCD39,XENTR,56.532,865,376,0,22,2616,5,869,0,887,reviewed,CCD39_XENTR,Coiled-coil domain-containing protein 39,ccdc39,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),945,GO:0005576; GO:0005930; GO:0036159; GO:0060285; GO:0060287; GO:0070286,axonemal dynein complex assembly [GO:0070286]; cilium-dependent cell motility [GO:0060285]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; inner dynein arm assembly [GO:0036159],,axoneme [GO:0005930]; extracellular region [GO:0005576],,,,,,
gene-LOC134682960|LOC134682960,21.9960852813455,0.810069145857302,0.311311969570227,4.68903248887736e-4,0.0196077596399758,LOC134682960,lcl|NC_086381.1_cds_XP_063397978.1_35905,sp,Q15822,ACHA2,HUMAN,33.668,199,119,4,112,681,69,263,3.87e-30,122,reviewed,ACHA2_HUMAN,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,Homo sapiens (Human),529,GO:0005654; GO:0005886; GO:0005892; GO:0006811; GO:0007165; GO:0007271; GO:0015464; GO:0016020; GO:0022848; GO:0035094; GO:0043005; GO:0045171; GO:0045202; GO:0045211; GO:0050997; GO:0051899; GO:0071316; GO:0095500; GO:0098828; GO:0120111; GO:1901363,"acetylcholine receptor signaling pathway [GO:0095500]; cellular response to nicotine [GO:0071316]; membrane depolarization [GO:0051899]; modulation of inhibitory postsynaptic potential [GO:0098828]; monoatomic ion transport [GO:0006811]; response to nicotine [GO:0035094]; signal transduction [GO:0007165]; synaptic transmission, cholinergic [GO:0007271]",acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; heterocyclic compound binding [GO:1901363]; quaternary ammonium group binding [GO:0050997],acetylcholine-gated channel complex [GO:0005892]; intercellular bridge [GO:0045171]; membrane [GO:0016020]; neuron projection [GO:0043005]; neuron projection cytoplasm [GO:0120111]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202],,,Q15822;,R-HSA-629594;R-HSA-629597;,,
gene-LOC134691216|LOC134691216,17.4955313526984,-0.913575275146282,0.448177540845856,0.00147082796459919,0.0379277504471312,LOC134691216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134685237|LOC134685237,33.214286874799,0.875895572834036,0.338655284606368,4.7296081694821e-4,0.0196711015048997,LOC134685237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134721575|LOC134721575,15.9536432924035,1.10279904619618,0.372867887222817,1.46421972744147e-4,0.0100131074893519,LOC134721575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134694369|LOC134694369,43.8892531285588,-0.497270311886729,0.171979596211165,3.57777657890844e-4,0.0166733009725516,LOC134694369,lcl|NC_086373.1_cds_XP_063411454.1_5125,sp,O95477,ABCA1,HUMAN,45.755,2085,893,30,2110,8190,355,2259,0,1699,reviewed,ABCA1_HUMAN,Phospholipid-transporting ATPase ABCA1 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 1) (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1) (Cholesterol efflux regulatory protein),ABCA1 ABC1 CERP,Homo sapiens (Human),2261,GO:0002790; GO:0005102; GO:0005524; GO:0005548; GO:0005768; GO:0005789; GO:0005794; GO:0005886; GO:0006911; GO:0007040; GO:0007186; GO:0007189; GO:0008035; GO:0008203; GO:0008320; GO:0009306; GO:0009897; GO:0010745; GO:0010875; GO:0010887; GO:0015485; GO:0016197; GO:0016323; GO:0016887; GO:0019905; GO:0023061; GO:0030139; GO:0031210; GO:0031267; GO:0032367; GO:0032489; GO:0033344; GO:0033552; GO:0033700; GO:0034185; GO:0034186; GO:0034188; GO:0034380; GO:0034616; GO:0042158; GO:0042626; GO:0042632; GO:0043231; GO:0043691; GO:0045121; GO:0045332; GO:0045335; GO:0046623; GO:0048471; GO:0051117; GO:0055091; GO:0060155; GO:0071222; GO:0071300; GO:0071345; GO:0071397; GO:0071404; GO:0071466; GO:0071806; GO:0090107; GO:0090108; GO:0090554; GO:0090556; GO:0097708; GO:0120020; GO:0140115; GO:0140328; GO:0140359,"adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cellular response to cholesterol [GO:0071397]; cellular response to cytokine stimulus [GO:0071345]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cellular response to retinoic acid [GO:0071300]; cellular response to xenobiotic stimulus [GO:0071466]; cholesterol efflux [GO:0033344]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; endosomal transport [GO:0016197]; export across plasma membrane [GO:0140115]; G protein-coupled receptor signaling pathway [GO:0007186]; high-density lipoprotein particle assembly [GO:0034380]; intracellular cholesterol transport [GO:0032367]; lipoprotein biosynthetic process [GO:0042158]; lysosome organization [GO:0007040]; negative regulation of cholesterol storage [GO:0010887]; negative regulation of macrophage derived foam cell differentiation [GO:0010745]; peptide secretion [GO:0002790]; phagocytosis, engulfment [GO:0006911]; phospholipid efflux [GO:0033700]; phospholipid homeostasis [GO:0055091]; phospholipid translocation [GO:0045332]; platelet dense granule organization [GO:0060155]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of high-density lipoprotein particle assembly [GO:0090108]; protein secretion [GO:0009306]; protein transmembrane transport [GO:0071806]; regulation of Cdc42 protein signal transduction [GO:0032489]; regulation of high-density lipoprotein particle assembly [GO:0090107]; response to laminar fluid shear stress [GO:0034616]; response to vitamin B3 [GO:0033552]; reverse cholesterol transport [GO:0043691]; signal release [GO:0023061]",ABC-type transporter activity [GO:0140359]; apolipoprotein A-I binding [GO:0034186]; apolipoprotein A-I receptor activity [GO:0034188]; apolipoprotein binding [GO:0034185]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase binding [GO:0051117]; ATPase-coupled transmembrane transporter activity [GO:0042626]; cholesterol binding [GO:0015485]; cholesterol transfer activity [GO:0120020]; floppase activity [GO:0140328]; high-density lipoprotein particle binding [GO:0008035]; phosphatidylcholine binding [GO:0031210]; phosphatidylcholine floppase activity [GO:0090554]; phosphatidylserine floppase activity [GO:0090556]; phospholipid transporter activity [GO:0005548]; protein transmembrane transporter activity [GO:0008320]; signaling receptor binding [GO:0005102]; small GTPase binding [GO:0031267]; sphingolipid floppase activity [GO:0046623]; syntaxin binding [GO:0019905],basolateral plasma membrane [GO:0016323]; endocytic vesicle [GO:0030139]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; intracellular vesicle [GO:0097708]; membrane raft [GO:0045121]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886],,"INDUCTION: By bacterial lipopolysaccharides (LPS). LPS regulates expression through a liver X receptor (LXR) -independent mechanism. Repressed by ZNF202. {ECO:0000269|PubMed:11279031, ECO:0000269|PubMed:12032171}.",O95477;,R-HSA-1989781;R-HSA-5682113;R-HSA-8963896;R-HSA-9029569;,,Q86UK0; P02647; P27824; P60953; Q13424; Q13884; Q86Y82
