gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134685076|LOC134685076,97.110685566425,-1.04787869160084,0.183860378628097,5.59539841442306e-10,3.32824471141547e-7,LOC134685076,lcl|NC_086381.1_cds_XP_063400550.1_34179,sp,Q3UVU3,ZNT10,MOUSE,38.313,415,220,9,1,1149,1,411,2.19e-90,284,reviewed,ZNT10_MOUSE,Calcium/manganese antiporter SLC30A10 (Solute carrier family 30 member 10),Slc30a10,Mus musculus (Mouse),470,GO:0000139; GO:0005385; GO:0005794; GO:0005886; GO:0006828; GO:0006882; GO:0007173; GO:0010312; GO:0016020; GO:0030026; GO:0031901; GO:0055038; GO:0055071; GO:0062111; GO:0070374; GO:0071577; GO:0140048; GO:0140983; GO:1904385,cellular response to angiotensin [GO:1904385]; detoxification of zinc ion [GO:0010312]; epidermal growth factor receptor signaling pathway [GO:0007173]; intracellular manganese ion homeostasis [GO:0030026]; intracellular zinc ion homeostasis [GO:0006882]; manganese ion export across plasma membrane [GO:0140048]; manganese ion homeostasis [GO:0055071]; manganese ion transport [GO:0006828]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; zinc ion import into organelle [GO:0062111]; zinc ion transmembrane transport [GO:0071577],calcium:manganese antiporter activity [GO:0140983]; zinc ion transmembrane transporter activity [GO:0005385],early endosome membrane [GO:0031901]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038],,,,R-MMU-425410;,,Q2HJ10
gene-LOC134709977|LOC134709977,5465.77836318347,0.495674055364835,0.0848311426515237,3.38818378439365e-10,2.46320961125418e-7,LOC134709977,lcl|NC_086375.1_cds_XP_063426176.1_11103,sp,A5A6K9,HS90A,PANTR,82.207,444,75,2,841,2163,291,733,0,726,reviewed,HS90A_PANTR,Heat shock protein HSP 90-alpha,HSP90AA1,Pan troglodytes (Chimpanzee),733,GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006457; GO:0009408; GO:0009409; GO:0016887; GO:0032991; GO:0034605; GO:0042470; GO:0043025; GO:0043209; GO:0046677; GO:0048471; GO:0050821; GO:0051082; GO:0097718; GO:0140662,cellular response to heat [GO:0034605]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; response to antibiotic [GO:0046677]; response to cold [GO:0009409]; response to heat [GO:0009408],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; disordered domain specific binding [GO:0097718]; unfolded protein binding [GO:0051082],cytoplasm [GO:0005737]; cytosol [GO:0005829]; melanosome [GO:0042470]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991],,,,,,
gene-LOC134709977|LOC134709977,5465.77836318347,0.495674055364835,0.0848311426515237,3.38818378439365e-10,2.46320961125418e-7,LOC134709977,lcl|NC_086375.1_cds_XP_063426176.1_11103,sp,A5A6K9,HS90A,PANTR,80.717,223,37,2,1,654,1,222,7.32e-114,363,reviewed,HS90A_PANTR,Heat shock protein HSP 90-alpha,HSP90AA1,Pan troglodytes (Chimpanzee),733,GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006457; GO:0009408; GO:0009409; GO:0016887; GO:0032991; GO:0034605; GO:0042470; GO:0043025; GO:0043209; GO:0046677; GO:0048471; GO:0050821; GO:0051082; GO:0097718; GO:0140662,cellular response to heat [GO:0034605]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; response to antibiotic [GO:0046677]; response to cold [GO:0009409]; response to heat [GO:0009408],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; disordered domain specific binding [GO:0097718]; unfolded protein binding [GO:0051082],cytoplasm [GO:0005737]; cytosol [GO:0005829]; melanosome [GO:0042470]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991],,,,,,
gene-LOC134714372|LOC134714372,41.215802096947,0.449764722339287,0.151162218307269,1.6050951011519e-4,0.0122117874963219,LOC134714372,lcl|NC_086373.1_cds_XP_063431687.1_412,sp,A4FV45,TM214,BOVIN,30.551,563,368,9,7,1656,6,558,6.88e-78,265,reviewed,TM214_BOVIN,Transmembrane protein 214,TMEM214,Bos taurus (Bovine),687,GO:0005783; GO:0005789; GO:0005794; GO:0005881; GO:0006915,apoptotic process [GO:0006915],,cytoplasmic microtubule [GO:0005881]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794],,,,,,
gene-LOC134722020|LOC134722020,221.774265869465,0.341616096577591,0.112757288346232,1.85684230772051e-4,0.0132454000824438,LOC134722020,lcl|NC_086378.1_cds_XP_063441507.1_26620,sp,Q8BZZ3,WWP1,MOUSE,75.61,574,138,1,829,2550,347,918,0,962,reviewed,WWP1_MOUSE,NEDD4-like E3 ubiquitin-protein ligase WWP1 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase WWP1) (WW domain-containing protein 1),Wwp1,Mus musculus (Mouse),918,GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0016567; GO:0030217; GO:0030324; GO:0043161; GO:0045892; GO:0061630,lung development [GO:0030324]; negative regulation of DNA-templated transcription [GO:0045892]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; T cell differentiation [GO:0030217],ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842],cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886],,,,R-MMU-1253288;R-MMU-2672351;R-MMU-983168;,UPA00143;,
gene-LOC134720801|LOC134720801,229.584076924743,0.443287197400395,0.0918811767031595,9.69285700313771e-8,4.22802422476867e-5,LOC134720801,lcl|NC_086378.1_cds_XP_063439383.1_23549,sp,Q7YR26,TOP1,CHLAE,73.022,556,150,0,1282,2949,212,767,0,847,reviewed,TOP1_CHLAE,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I),TOP1,Chlorocebus aethiops (Green monkey) (Cercopithecus aethiops),767,GO:0000978; GO:0003677; GO:0003682; GO:0003917; GO:0005634; GO:0005654; GO:0005694; GO:0005730; GO:0006260; GO:0006265; GO:0006338; GO:0007059; GO:0032922,chromatin remodeling [GO:0006338]; chromosome segregation [GO:0007059]; circadian regulation of gene expression [GO:0032922]; DNA replication [GO:0006260]; DNA topological change [GO:0006265],"chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]",chromosome [GO:0005694]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],,,,,,
gene-LOC134680615|LOC134680615,260.773164518693,-0.321927768701512,0.106347719969932,2.01889861179639e-4,0.0140528229967913,LOC134680615,lcl|NC_086380.1_cds_XP_063395795.1_31591,sp,A1DPK7,ARC3A,XENLA,69.101,178,54,1,1,531,1,178,2.21e-90,264,reviewed,ARC3A_XENLA,Actin-related protein 2/3 complex subunit 3-A,arpc3-a XELAEV_18010654mg,Xenopus laevis (African clawed frog),178,GO:0005634; GO:0005737; GO:0005885; GO:0030833; GO:0034314; GO:0035861; GO:0042995; GO:0051015,Arp2/3 complex-mediated actin nucleation [GO:0034314]; regulation of actin filament polymerization [GO:0030833],actin filament binding [GO:0051015],Arp2/3 protein complex [GO:0005885]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; site of double-strand break [GO:0035861],,,,,,
gene-LOC134711252|LOC134711252,72.7572767422558,-0.601046724532789,0.261225162604987,7.8416456010448e-4,0.0358796413759693,LOC134711252,lcl|NC_086375.1_cds_XP_063427827.1_12493,sp,Q26534,CATL,SCHMA,49,300,150,3,766,1659,20,318,5.4e-101,311,reviewed,CATL_SCHMA,Cathepsin L (EC 3.4.22.15) (SMCL1),CL1,Schistosoma mansoni (Blood fluke),319,GO:0004197; GO:0005615; GO:0005764; GO:0051603,proteolysis involved in protein catabolic process [GO:0051603],cysteine-type endopeptidase activity [GO:0004197],extracellular space [GO:0005615]; lysosome [GO:0005764],,,,,,
gene-LOC134695169|LOC134695169,29.4174631505065,0.659282314481092,0.150410481907076,6.13972842578444e-7,2.23179128277264e-4,LOC134695169,lcl|NC_086385.1_cds_XP_063412442.1_45812,sp,Q5U3N0,PKHA8,DANRE,38.42,557,322,4,1,1632,1,549,1.53e-117,361,reviewed,PKHA8_DANRE,Pleckstrin homology domain-containing family A member 8 (PH domain-containing family A member 8),plekha8 zgc:101886,Danio rerio (Zebrafish) (Brachydanio rerio),549,GO:0005794; GO:0005829; GO:0015031; GO:0016020; GO:0035627; GO:0120009; GO:1902387; GO:1902388,ceramide transport [GO:0035627]; intermembrane lipid transfer [GO:0120009]; protein transport [GO:0015031],ceramide 1-phosphate binding [GO:1902387]; ceramide 1-phosphate transfer activity [GO:1902388],cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; membrane [GO:0016020],,,,R-DRE-1660499;R-DRE-9845576;,,
gene-LOC134711700|LOC134711700,284.670600429315,-0.525707084627532,0.121251452145418,8.46622456425318e-7,2.63783368209088e-4,LOC134711700,lcl|NC_086375.1_cds_XP_063428551.1_13406,sp,Q8VE97,SRSF4,MOUSE,65,200,44,1,7,606,2,175,5.55e-75,239,reviewed,SRSF4_MOUSE,"Serine/arginine-rich splicing factor 4 (Splicing factor, arginine/serine-rich 4)",Srsf4 Sfrs4 MNCb-2616,Mus musculus (Mouse),489,GO:0002244; GO:0003729; GO:0005634; GO:0005737; GO:0006397; GO:0008380; GO:0016607; GO:0048025; GO:1990825; GO:1990904,"hematopoietic progenitor cell differentiation [GO:0002244]; mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; RNA splicing [GO:0008380]",mRNA binding [GO:0003729]; sequence-specific mRNA binding [GO:1990825],cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904],,,,,,
gene-LOC134711700|LOC134711700,284.670600429315,-0.525707084627532,0.121251452145418,8.46622456425318e-7,2.63783368209088e-4,LOC134711700,lcl|NC_086375.1_cds_XP_063428550.1_13407,sp,P26686,SRR55,DROME,79.545,88,18,0,379,642,104,191,3.99e-42,152,reviewed,SRR55_DROME,Serine-arginine protein 55 (SRP55) (52 kDa bracketing protein) (B52 protein) (Protein enhancer of deformed),B52 E(Dfd) RS55 SR55 CG10851,Drosophila melanogaster (Fruit fly),376,GO:0000278; GO:0000381; GO:0000398; GO:0000791; GO:0001178; GO:0003729; GO:0005634; GO:0005700; GO:0005737; GO:0008380; GO:0010468; GO:0016607; GO:0031440; GO:0044819; GO:0048024; GO:0051607; GO:0071011; GO:0071013; GO:1990904,"defense response to virus [GO:0051607]; mitotic cell cycle [GO:0000278]; mitotic G1/S transition checkpoint signaling [GO:0044819]; mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of gene expression [GO:0010468]; regulation of mRNA 3'-end processing [GO:0031440]; regulation of mRNA splicing, via spliceosome [GO:0048024]; regulation of transcriptional start site selection at RNA polymerase II promoter [GO:0001178]; RNA splicing [GO:0008380]",mRNA binding [GO:0003729],catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; euchromatin [GO:0000791]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]; precatalytic spliceosome [GO:0071011]; ribonucleoprotein complex [GO:1990904],,,,,,
gene-LOC134711700|LOC134711700,284.670600429315,-0.525707084627532,0.121251452145418,8.46622456425318e-7,2.63783368209088e-4,LOC134711700,lcl|NC_086375.1_cds_XP_063428550.1_13407,sp,P26686,SRR55,DROME,69.565,69,21,0,1,207,2,70,1.66e-27,112,reviewed,SRR55_DROME,Serine-arginine protein 55 (SRP55) (52 kDa bracketing protein) (B52 protein) (Protein enhancer of deformed),B52 E(Dfd) RS55 SR55 CG10851,Drosophila melanogaster (Fruit fly),376,GO:0000278; GO:0000381; GO:0000398; GO:0000791; GO:0001178; GO:0003729; GO:0005634; GO:0005700; GO:0005737; GO:0008380; GO:0010468; GO:0016607; GO:0031440; GO:0044819; GO:0048024; GO:0051607; GO:0071011; GO:0071013; GO:1990904,"defense response to virus [GO:0051607]; mitotic cell cycle [GO:0000278]; mitotic G1/S transition checkpoint signaling [GO:0044819]; mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of gene expression [GO:0010468]; regulation of mRNA 3'-end processing [GO:0031440]; regulation of mRNA splicing, via spliceosome [GO:0048024]; regulation of transcriptional start site selection at RNA polymerase II promoter [GO:0001178]; RNA splicing [GO:0008380]",mRNA binding [GO:0003729],catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; euchromatin [GO:0000791]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]; precatalytic spliceosome [GO:0071011]; ribonucleoprotein complex [GO:1990904],,,,,,
gene-LOC134685540|LOC134685540,47.8255063662861,0.90505434243869,0.212080812338249,8.93420865664967e-7,2.65711487456631e-4,LOC134685540,lcl|NC_086381.1_cds_XP_063401378.1_35315,sp,Q0VC65,ETV6,BOVIN,51.579,95,46,0,808,1092,336,430,4.96e-29,124,reviewed,ETV6_BOVIN,Transcription factor ETV6,ETV6,Bos taurus (Bovine),452,GO:0000981; GO:0005634; GO:0006357; GO:0043565; GO:0071425,hematopoietic stem cell proliferation [GO:0071425]; regulation of transcription by RNA polymerase II [GO:0006357],"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]",nucleus [GO:0005634],,,,,,
gene-LOC134685540|LOC134685540,47.8255063662861,0.90505434243869,0.212080812338249,8.93420865664967e-7,2.65711487456631e-4,LOC134685540,lcl|NC_086381.1_cds_XP_063401386.1_35324,sp,P41212,ETV6,HUMAN,51.579,95,46,0,469,753,336,430,1.35e-29,124,reviewed,ETV6_HUMAN,Transcription factor ETV6 (ETS translocation variant 6) (ETS-related protein Tel1) (Tel),ETV6 TEL TEL1,Homo sapiens (Human),452,GO:0000122; GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0003700; GO:0005634; GO:0005730; GO:0005829; GO:0005886; GO:0006357; GO:0007296; GO:0019904; GO:0022008; GO:0071425; GO:0097152,hematopoietic stem cell proliferation [GO:0071425]; mesenchymal cell apoptotic process [GO:0097152]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neurogenesis [GO:0022008]; regulation of transcription by RNA polymerase II [GO:0006357]; vitellogenesis [GO:0007296],"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; protein domain specific binding [GO:0019904]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]",chromatin [GO:0000785]; cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasma membrane [GO:0005886],,,P41212;,R-HSA-9673768;R-HSA-9703465;,,Q9BXS5; A0A0S2Z4M1; Q9UKV0-3; Q16236; Q96HA8; Q13526
gene-LOC134725475|LOC134725475,39.2902521456236,-0.646877070311307,0.264491303804021,5.42439167297805e-4,0.0282719100084313,LOC134725475,lcl|NC_086379.1_cds_XP_063445384.1_29593,sp,Q2KIA4,SCD5,BOVIN,65.614,285,98,0,136,990,50,334,7.62e-142,407,reviewed,SCD5_BOVIN,Stearoyl-CoA desaturase 5 (EC 1.14.19.1) (Acyl-CoA-desaturase 4) (Stearoyl-CoA 9-desaturase),SCD5,Bos taurus (Bovine),335,GO:0004768; GO:0005789; GO:0006636; GO:0016491; GO:0046872,unsaturated fatty acid biosynthetic process [GO:0006636],metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; stearoyl-CoA 9-desaturase activity [GO:0004768],endoplasmic reticulum membrane [GO:0005789],,,,R-BTA-75105;,,
gene-LOC134708353|LOC134708353,1254.52144491899,0.616899359786029,0.144732815410024,1.07781895252652e-6,2.93840391932542e-4,LOC134708353,lcl|NC_086374.1_cds_XP_063424889.1_10490,sp,Q5NVM9,HSP7C,PONAB,89.655,609,63,0,13,1839,4,612,0,1069,reviewed,HSP7C_PONAB,Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8),HSPA8 HSC70,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),646,GO:0000974; GO:0005524; GO:0005634; GO:0005681; GO:0005730; GO:0005765; GO:0005776; GO:0005886; GO:0006397; GO:0008380; GO:0016787; GO:0030425; GO:0030674; GO:0042470; GO:0043195; GO:0045892; GO:0061738; GO:0061740; GO:0072318; GO:0099523; GO:0099524; GO:0140662; GO:1904764; GO:1990832; GO:1990833; GO:1990904,chaperone-mediated autophagy translocation complex disassembly [GO:1904764]; clathrin coat disassembly [GO:0072318]; late endosomal microautophagy [GO:0061738]; mRNA processing [GO:0006397]; negative regulation of DNA-templated transcription [GO:0045892]; protein targeting to lysosome involved in chaperone-mediated autophagy [GO:0061740]; RNA splicing [GO:0008380]; slow axonal transport [GO:1990832],ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; clathrin-uncoating ATPase activity [GO:1990833]; hydrolase activity [GO:0016787]; protein-macromolecule adaptor activity [GO:0030674],autophagosome [GO:0005776]; dendrite [GO:0030425]; lysosomal membrane [GO:0005765]; melanosome [GO:0042470]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic cytosol [GO:0099524]; presynaptic cytosol [GO:0099523]; Prp19 complex [GO:0000974]; ribonucleoprotein complex [GO:1990904]; spliceosomal complex [GO:0005681]; terminal bouton [GO:0043195],,INDUCTION: Constitutively synthesized.,,,,
gene-LOC134721824|LOC134721824,59.2211664859246,0.410420815796414,0.121797216007963,4.9049873604214e-5,0.00493743573834419,LOC134721824,lcl|NC_086378.1_cds_XP_063441135.1_26167,sp,O14715,RGPD8,HUMAN,27.639,720,483,17,7,2118,2,699,1.16e-66,255,reviewed,RGPD8_HUMAN,RANBP2-like and GRIP domain-containing protein 8 (Ran-binding protein 2-like 3) (RanBP2-like 3) (RanBP2L3),RGPD8 RANBP2ALPHA RANBP2L1 RANBP2L3,Homo sapiens (Human),1765,GO:0005643; GO:0005737; GO:0006607; GO:0031267,NLS-bearing protein import into nucleus [GO:0006607],small GTPase binding [GO:0031267],cytoplasm [GO:0005737]; nuclear pore [GO:0005643],,,O14715;,,,
gene-LOC134721824|LOC134721824,59.2211664859246,0.410420815796414,0.121797216007963,4.9049873604214e-5,0.00493743573834419,LOC134721824,lcl|NC_086378.1_cds_XP_063441135.1_26167,sp,O14715,RGPD8,HUMAN,40.609,197,108,3,6685,7248,971,1167,1.07e-34,150,reviewed,RGPD8_HUMAN,RANBP2-like and GRIP domain-containing protein 8 (Ran-binding protein 2-like 3) (RanBP2-like 3) (RanBP2L3),RGPD8 RANBP2ALPHA RANBP2L1 RANBP2L3,Homo sapiens (Human),1765,GO:0005643; GO:0005737; GO:0006607; GO:0031267,NLS-bearing protein import into nucleus [GO:0006607],small GTPase binding [GO:0031267],cytoplasm [GO:0005737]; nuclear pore [GO:0005643],,,O14715;,,,
gene-LOC134721824|LOC134721824,59.2211664859246,0.410420815796414,0.121797216007963,4.9049873604214e-5,0.00493743573834419,LOC134721824,lcl|NC_086378.1_cds_XP_063441135.1_26167,sp,O14715,RGPD8,HUMAN,51.938,129,60,1,3862,4242,1334,1462,5.51e-33,145,reviewed,RGPD8_HUMAN,RANBP2-like and GRIP domain-containing protein 8 (Ran-binding protein 2-like 3) (RanBP2-like 3) (RanBP2L3),RGPD8 RANBP2ALPHA RANBP2L1 RANBP2L3,Homo sapiens (Human),1765,GO:0005643; GO:0005737; GO:0006607; GO:0031267,NLS-bearing protein import into nucleus [GO:0006607],small GTPase binding [GO:0031267],cytoplasm [GO:0005737]; nuclear pore [GO:0005643],,,O14715;,,,
gene-LOC134721824|LOC134721824,59.2211664859246,0.410420815796414,0.121797216007963,4.9049873604214e-5,0.00493743573834419,LOC134721824,lcl|NC_086378.1_cds_XP_063441135.1_26167,sp,O14715,RGPD8,HUMAN,35.135,259,126,6,3532,4257,937,1170,1.3e-31,140,reviewed,RGPD8_HUMAN,RANBP2-like and GRIP domain-containing protein 8 (Ran-binding protein 2-like 3) (RanBP2-like 3) (RanBP2L3),RGPD8 RANBP2ALPHA RANBP2L1 RANBP2L3,Homo sapiens (Human),1765,GO:0005643; GO:0005737; GO:0006607; GO:0031267,NLS-bearing protein import into nucleus [GO:0006607],small GTPase binding [GO:0031267],cytoplasm [GO:0005737]; nuclear pore [GO:0005643],,,O14715;,,,
