gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134701490|LOC134701490,34.1959685414747,0.704968356635324,0.250658825116617,2.17245015158506e-4,0.0111630515481448,LOC134701490,lcl|NW_026963317.1_cds_XP_063418712.1_52372,sp,F8WLE0,KIF28,RAT,42.629,1065,517,24,10,3081,15,1026,0,771,reviewed,KIF28_RAT,Kinesin-like protein KIF28P (Kinesin-like protein 6),Kif28p Klp6,Rattus norvegicus (Rat),1034,GO:0003777; GO:0005524; GO:0005871; GO:0005874; GO:0007005; GO:0007018; GO:0008017; GO:0016887; GO:0030705; GO:0031966; GO:0072384,cytoskeleton-dependent intracellular transport [GO:0030705]; microtubule-based movement [GO:0007018]; mitochondrion organization [GO:0007005]; organelle transport along microtubule [GO:0072384],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777],kinesin complex [GO:0005871]; microtubule [GO:0005874]; mitochondrial membrane [GO:0031966],,,,R-RNO-6811434;R-RNO-983189;,,
gene-LOC134725552|LOC134725552,1269.10445815101,-0.281398305651791,0.0895246782191764,2.11999796273488e-4,0.0110043847223358,LOC134725552,lcl|NC_086379.1_cds_XP_063445536.1_29770,sp,Q6P823,H33,XENTR,100,136,0,0,1,408,1,136,2.68e-95,273,reviewed,H33_XENTR,Histone H3.3,TGas113e22.1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),136,GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982,,DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527],nucleosome [GO:0000786]; nucleus [GO:0005634],,,,,,
gene-LOC134707080|LOC134707080,843.813080979932,0.399066221903774,0.13068817637896,1.66984593155111e-4,0.0094263978783899,LOC134707080,lcl|NC_086374.1_cds_XP_063422647.1_7734,sp,G5EBQ8,CHS2,CAEEL,38.22,955,470,17,3847,6573,506,1386,3.15e-180,603,reviewed,CHS2_CAEEL,Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2),chs-2 F48A11.1,Caenorhabditis elegans,1668,GO:0004100; GO:0005886; GO:0006031; GO:0006038; GO:0030428; GO:0061063; GO:0071944,cell wall chitin biosynthetic process [GO:0006038]; chitin biosynthetic process [GO:0006031]; positive regulation of nematode larval development [GO:0061063],chitin synthase activity [GO:0004100],cell periphery [GO:0071944]; cell septum [GO:0030428]; plasma membrane [GO:0005886],,,,,,
gene-LOC134717897|LOC134717897,21.7824605804265,0.419475548080412,0.194543267845897,0.00171643389811381,0.045991620012213,LOC134717897,lcl|NC_086373.1_cds_XP_063436468.1_1018,sp,Q3TLP5,ECHD2,MOUSE,55.39,269,120,0,103,909,28,296,7.47e-106,313,reviewed,ECHD2_MOUSE,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",Echdc2 D4Ertd765e,Mus musculus (Mouse),296,GO:0005739; GO:0006635; GO:0016829,fatty acid beta-oxidation [GO:0006635],lyase activity [GO:0016829],mitochondrion [GO:0005739],,,,,,
gene-LOC134694047|LOC134694047,127.708284622956,0.937369409011305,0.346922986575312,2.55711706442057e-4,0.0126529940669107,LOC134694047,lcl|NC_086385.1_cds_XP_063411112.1_45985,sp,O01393,UNC9,CAEEL,40,375,215,4,61,1182,20,385,4.1e-99,303,reviewed,UNC9_CAEEL,Innexin unc-9 (Uncoordinated protein 9),unc-9 R12H7.1,Caenorhabditis elegans,386,GO:0005243; GO:0005886; GO:0005911; GO:0005921; GO:0034220; GO:0040017; GO:0051015; GO:0055077,monoatomic ion transmembrane transport [GO:0034220]; positive regulation of locomotion [GO:0040017],actin filament binding [GO:0051015]; gap junction channel activity [GO:0005243]; gap junction hemi-channel activity [GO:0055077],cell-cell junction [GO:0005911]; gap junction [GO:0005921]; plasma membrane [GO:0005886],,,,,,
gene-LOC134685076|LOC134685076,103.06940250719,-0.986316441982262,0.188514568302927,7.90601221133434e-9,7.04162154289511e-6,LOC134685076,lcl|NC_086381.1_cds_XP_063400550.1_34179,sp,Q3UVU3,ZNT10,MOUSE,38.313,415,220,9,1,1149,1,411,2.19e-90,284,reviewed,ZNT10_MOUSE,Calcium/manganese antiporter SLC30A10 (Solute carrier family 30 member 10),Slc30a10,Mus musculus (Mouse),470,GO:0000139; GO:0005385; GO:0005794; GO:0005886; GO:0006828; GO:0006882; GO:0007173; GO:0010312; GO:0016020; GO:0030026; GO:0031901; GO:0055038; GO:0055071; GO:0062111; GO:0070374; GO:0071577; GO:0140048; GO:0140983; GO:1904385,cellular response to angiotensin [GO:1904385]; detoxification of zinc ion [GO:0010312]; epidermal growth factor receptor signaling pathway [GO:0007173]; intracellular manganese ion homeostasis [GO:0030026]; intracellular zinc ion homeostasis [GO:0006882]; manganese ion export across plasma membrane [GO:0140048]; manganese ion homeostasis [GO:0055071]; manganese ion transport [GO:0006828]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; zinc ion import into organelle [GO:0062111]; zinc ion transmembrane transport [GO:0071577],calcium:manganese antiporter activity [GO:0140983]; zinc ion transmembrane transporter activity [GO:0005385],early endosome membrane [GO:0031901]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038],,,,R-MMU-425410;,,Q2HJ10
gene-LOC134706722|LOC134706722,155.976961368952,-0.298531257550533,0.112428330781667,8.16583619515565e-4,0.0282327405977535,LOC134706722,lcl|NC_086374.1_cds_XP_063421981.1_6954,sp,P15146,MTAP2,RAT,52.033,123,56,2,5602,5961,1677,1799,1.32e-27,127,reviewed,MTAP2_RAT,Microtubule-associated protein 2 (MAP-2),Map2 Mtap2,Rattus norvegicus (Rat),1861,GO:0000226; GO:0001578; GO:0002162; GO:0003779; GO:0005516; GO:0005737; GO:0005874; GO:0007026; GO:0007409; GO:0008017; GO:0014069; GO:0015629; GO:0015630; GO:0016358; GO:0019901; GO:0021954; GO:0030010; GO:0030425; GO:0030517; GO:0031115; GO:0031175; GO:0032355; GO:0032570; GO:0032587; GO:0032839; GO:0032880; GO:0032991; GO:0034399; GO:0043005; GO:0043025; GO:0043194; GO:0043198; GO:0043203; GO:0044294; GO:0044297; GO:0044307; GO:0048813; GO:0071310; GO:0097440; GO:0097441; GO:0097442; GO:0098794; GO:0098978; GO:0150001; GO:0150002; GO:0150014; GO:1901953; GO:1902513; GO:1902737; GO:1903744; GO:1904527; GO:1990635; GO:1990769,axonogenesis [GO:0007409]; cellular response to organic substance [GO:0071310]; central nervous system neuron development [GO:0021954]; dendrite development [GO:0016358]; dendrite morphogenesis [GO:0048813]; establishment of cell polarity [GO:0030010]; microtubule bundle formation [GO:0001578]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of axon extension [GO:0030517]; negative regulation of microtubule binding [GO:1904527]; negative regulation of microtubule depolymerization [GO:0007026]; negative regulation of microtubule polymerization [GO:0031115]; neuron projection development [GO:0031175]; positive regulation of anterograde dense core granule transport [GO:1901953]; positive regulation of anterograde synaptic vesicle transport [GO:1903744]; regulation of organelle transport along microtubule [GO:1902513]; regulation of protein localization [GO:0032880]; response to estradiol [GO:0032355]; response to progesterone [GO:0032570],actin binding [GO:0003779]; calmodulin binding [GO:0005516]; dystroglycan binding [GO:0002162]; microtubule binding [GO:0008017]; protein kinase binding [GO:0019901],actin cytoskeleton [GO:0015629]; apical dendrite [GO:0097440]; apical distal dendrite [GO:0150014]; axon hillock [GO:0043203]; axon initial segment [GO:0043194]; basal dendrite [GO:0097441]; CA3 pyramidal cell dendrite [GO:0097442]; cell body [GO:0044297]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendrite cytoplasm [GO:0032839]; dendritic branch [GO:0044307]; dendritic filopodium [GO:1902737]; dendritic growth cone [GO:0044294]; dendritic shaft [GO:0043198]; distal dendrite [GO:0150002]; glutamatergic synapse [GO:0098978]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nuclear periphery [GO:0034399]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; primary dendrite [GO:0150001]; protein-containing complex [GO:0032991]; proximal dendrite [GO:1990635]; proximal neuron projection [GO:1990769]; ruffle membrane [GO:0032587],,,,,,
gene-LOC134706722|LOC134706722,155.976961368952,-0.298531257550533,0.112428330781667,8.16583619515565e-4,0.0282327405977535,LOC134706722,lcl|NC_086374.1_cds_XP_063421981.1_6954,sp,P15146,MTAP2,RAT,46.099,141,70,3,6139,6558,1675,1810,1.47e-23,114,reviewed,MTAP2_RAT,Microtubule-associated protein 2 (MAP-2),Map2 Mtap2,Rattus norvegicus (Rat),1861,GO:0000226; GO:0001578; GO:0002162; GO:0003779; GO:0005516; GO:0005737; GO:0005874; GO:0007026; GO:0007409; GO:0008017; GO:0014069; GO:0015629; GO:0015630; GO:0016358; GO:0019901; GO:0021954; GO:0030010; GO:0030425; GO:0030517; GO:0031115; GO:0031175; GO:0032355; GO:0032570; GO:0032587; GO:0032839; GO:0032880; GO:0032991; GO:0034399; GO:0043005; GO:0043025; GO:0043194; GO:0043198; GO:0043203; GO:0044294; GO:0044297; GO:0044307; GO:0048813; GO:0071310; GO:0097440; GO:0097441; GO:0097442; GO:0098794; GO:0098978; GO:0150001; GO:0150002; GO:0150014; GO:1901953; GO:1902513; GO:1902737; GO:1903744; GO:1904527; GO:1990635; GO:1990769,axonogenesis [GO:0007409]; cellular response to organic substance [GO:0071310]; central nervous system neuron development [GO:0021954]; dendrite development [GO:0016358]; dendrite morphogenesis [GO:0048813]; establishment of cell polarity [GO:0030010]; microtubule bundle formation [GO:0001578]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of axon extension [GO:0030517]; negative regulation of microtubule binding [GO:1904527]; negative regulation of microtubule depolymerization [GO:0007026]; negative regulation of microtubule polymerization [GO:0031115]; neuron projection development [GO:0031175]; positive regulation of anterograde dense core granule transport [GO:1901953]; positive regulation of anterograde synaptic vesicle transport [GO:1903744]; regulation of organelle transport along microtubule [GO:1902513]; regulation of protein localization [GO:0032880]; response to estradiol [GO:0032355]; response to progesterone [GO:0032570],actin binding [GO:0003779]; calmodulin binding [GO:0005516]; dystroglycan binding [GO:0002162]; microtubule binding [GO:0008017]; protein kinase binding [GO:0019901],actin cytoskeleton [GO:0015629]; apical dendrite [GO:0097440]; apical distal dendrite [GO:0150014]; axon hillock [GO:0043203]; axon initial segment [GO:0043194]; basal dendrite [GO:0097441]; CA3 pyramidal cell dendrite [GO:0097442]; cell body [GO:0044297]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendrite cytoplasm [GO:0032839]; dendritic branch [GO:0044307]; dendritic filopodium [GO:1902737]; dendritic growth cone [GO:0044294]; dendritic shaft [GO:0043198]; distal dendrite [GO:0150002]; glutamatergic synapse [GO:0098978]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nuclear periphery [GO:0034399]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; primary dendrite [GO:0150001]; protein-containing complex [GO:0032991]; proximal dendrite [GO:1990635]; proximal neuron projection [GO:1990769]; ruffle membrane [GO:0032587],,,,,,
gene-LOC134706722|LOC134706722,155.976961368952,-0.298531257550533,0.112428330781667,8.16583619515565e-4,0.0282327405977535,LOC134706722,lcl|NC_086374.1_cds_XP_063421981.1_6954,sp,P15146,MTAP2,RAT,41.549,142,79,3,5869,6282,1675,1816,1.98e-22,110,reviewed,MTAP2_RAT,Microtubule-associated protein 2 (MAP-2),Map2 Mtap2,Rattus norvegicus (Rat),1861,GO:0000226; GO:0001578; GO:0002162; GO:0003779; GO:0005516; GO:0005737; GO:0005874; GO:0007026; GO:0007409; GO:0008017; GO:0014069; GO:0015629; GO:0015630; GO:0016358; GO:0019901; GO:0021954; GO:0030010; GO:0030425; GO:0030517; GO:0031115; GO:0031175; GO:0032355; GO:0032570; GO:0032587; GO:0032839; GO:0032880; GO:0032991; GO:0034399; GO:0043005; GO:0043025; GO:0043194; GO:0043198; GO:0043203; GO:0044294; GO:0044297; GO:0044307; GO:0048813; GO:0071310; GO:0097440; GO:0097441; GO:0097442; GO:0098794; GO:0098978; GO:0150001; GO:0150002; GO:0150014; GO:1901953; GO:1902513; GO:1902737; GO:1903744; GO:1904527; GO:1990635; GO:1990769,axonogenesis [GO:0007409]; cellular response to organic substance [GO:0071310]; central nervous system neuron development [GO:0021954]; dendrite development [GO:0016358]; dendrite morphogenesis [GO:0048813]; establishment of cell polarity [GO:0030010]; microtubule bundle formation [GO:0001578]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of axon extension [GO:0030517]; negative regulation of microtubule binding [GO:1904527]; negative regulation of microtubule depolymerization [GO:0007026]; negative regulation of microtubule polymerization [GO:0031115]; neuron projection development [GO:0031175]; positive regulation of anterograde dense core granule transport [GO:1901953]; positive regulation of anterograde synaptic vesicle transport [GO:1903744]; regulation of organelle transport along microtubule [GO:1902513]; regulation of protein localization [GO:0032880]; response to estradiol [GO:0032355]; response to progesterone [GO:0032570],actin binding [GO:0003779]; calmodulin binding [GO:0005516]; dystroglycan binding [GO:0002162]; microtubule binding [GO:0008017]; protein kinase binding [GO:0019901],actin cytoskeleton [GO:0015629]; apical dendrite [GO:0097440]; apical distal dendrite [GO:0150014]; axon hillock [GO:0043203]; axon initial segment [GO:0043194]; basal dendrite [GO:0097441]; CA3 pyramidal cell dendrite [GO:0097442]; cell body [GO:0044297]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendrite cytoplasm [GO:0032839]; dendritic branch [GO:0044307]; dendritic filopodium [GO:1902737]; dendritic growth cone [GO:0044294]; dendritic shaft [GO:0043198]; distal dendrite [GO:0150002]; glutamatergic synapse [GO:0098978]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nuclear periphery [GO:0034399]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; primary dendrite [GO:0150001]; protein-containing complex [GO:0032991]; proximal dendrite [GO:1990635]; proximal neuron projection [GO:1990769]; ruffle membrane [GO:0032587],,,,,,
gene-LOC134706722|LOC134706722,155.976961368952,-0.298531257550533,0.112428330781667,8.16583619515565e-4,0.0282327405977535,LOC134706722,lcl|NC_086374.1_cds_XP_063421987.1_6958,sp,Q6TS35,TAU,SPECI,51.111,135,65,1,5602,6006,246,379,2.23e-32,136,reviewed,TAU_SPECI,Microtubule-associated protein tau,MAPT,Spermophilus citellus (European suslik) (Citellus citellus),430,GO:0000226; GO:0005737; GO:0005829; GO:0005874; GO:0005886; GO:0008017; GO:0030424; GO:0030425; GO:0031175; GO:0042750,hibernation [GO:0042750]; microtubule cytoskeleton organization [GO:0000226]; neuron projection development [GO:0031175],microtubule binding [GO:0008017],axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; microtubule [GO:0005874]; plasma membrane [GO:0005886],,,,,,
gene-LOC134724563|LOC134724563,88.2875993846853,0.399116328098003,0.128076980162759,1.36151221167439e-4,0.00833198456602789,LOC134724563,lcl|NC_086379.1_cds_XP_063443734.1_27383,sp,Q0MQC3,ACPM,PANTR,50.394,127,55,1,103,459,30,156,1.8e-34,120,reviewed,ACPM_PANTR,"Acyl carrier protein, mitochondrial (ACP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)",NDUFAB1,Pan troglodytes (Chimpanzee),156,GO:0000035; GO:0000036; GO:0005654; GO:0005739; GO:0005747; GO:0032981; GO:0044571; GO:0140978,[2Fe-2S] cluster assembly [GO:0044571]; mitochondrial respiratory chain complex I assembly [GO:0032981],acyl binding [GO:0000035]; acyl carrier activity [GO:0000036]; mitochondrial large ribosomal subunit binding [GO:0140978],mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],,,,,,
gene-LOC134724563|LOC134724563,88.2875993846853,0.399116328098003,0.128076980162759,1.36151221167439e-4,0.00833198456602789,LOC134724563,lcl|NC_086379.1_cds_XP_063443735.1_27384,sp,Q94519,ACPM,DROME,63.83,94,34,0,169,450,59,152,4.76e-40,135,reviewed,ACPM_DROME,"Acyl carrier protein, mitochondrial (ACP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit) (NADH-ubiquinone oxidoreductase acyl-carrier subunit)",ND-ACP mtACP mtacp1 ND-AcC CG9160,Drosophila melanogaster (Fruit fly),152,GO:0000035; GO:0000036; GO:0005739; GO:0005747; GO:0006120; GO:0032981,"mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]",acyl binding [GO:0000035]; acyl carrier activity [GO:0000036],mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739],,,,R-DME-611105;R-DME-6799198;R-DME-77289;R-DME-9857492;,,
gene-LOC134715079|LOC134715079,89.4489884672845,-0.359356023791983,0.133828046897794,5.6083190729971e-4,0.0223663112881317,LOC134715079,lcl|NC_086376.1_cds_XP_063433030.1_17623,sp,A2VDZ3,MEF2A,BOVIN,68.421,152,41,3,1,438,1,151,8.78e-60,205,reviewed,MEF2A_BOVIN,Myocyte-specific enhancer factor 2A,MEF2A,Bos taurus (Bovine),492,GO:0000002; GO:0000122; GO:0000165; GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0003682; GO:0005634; GO:0005654; GO:0005667; GO:0005829; GO:0006351; GO:0006357; GO:0006915; GO:0010613; GO:0010628; GO:0019901; GO:0035035; GO:0042826; GO:0045944; GO:0046326; GO:0046332; GO:0046982; GO:0048311; GO:0048813; GO:0055005; GO:0061337; GO:0061629; GO:0070375; GO:0071277; GO:0140297,apoptotic process [GO:0006915]; cardiac conduction [GO:0061337]; cellular response to calcium ion [GO:0071277]; dendrite morphogenesis [GO:0048813]; DNA-templated transcription [GO:0006351]; ERK5 cascade [GO:0070375]; MAPK cascade [GO:0000165]; mitochondrial genome maintenance [GO:0000002]; mitochondrion distribution [GO:0048311]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of gene expression [GO:0010628]; positive regulation of glucose import [GO:0046326]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; ventricular cardiac myofibril assembly [GO:0055005],"chromatin binding [GO:0003682]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription factor binding [GO:0140297]; histone acetyltransferase binding [GO:0035035]; histone deacetylase binding [GO:0042826]; protein heterodimerization activity [GO:0046982]; protein kinase binding [GO:0019901]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; SMAD binding [GO:0046332]",chromatin [GO:0000785]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667],,,,,,
